andoobiigam,VTA,https://ojibwe.lib.umn.edu/main-entry/nandoobiigam-vta,
naaniimikaage,VAI,https://ojibwe.lib.umn.edu/main-entry/niimikaage-vai,
zazagapidoon,VTI,https://ojibwe.lib.umn.edu/main-entry/zagapidoon-vti2,
ayiskigamizige,VAI,https://ojibwe.lib.umn.edu/main-entry/iskigamizige-vai,
ayinendi,VAI,https://ojibwe.lib.umn.edu/main-entry/inendi-vai,
mamadwe'igaade,VII,https://ojibwe.lib.umn.edu/main-entry/madwe-igaade-vii,
ozhaawishkwaagamishkiinzhigwe,VAI,https://ojibwe.lib.umn.edu/main-entry/ozhaawashkwaagamishkiinzhigwe-vai,
babagakaabandan,VTI,https://ojibwe.lib.umn.edu/main-entry/bagakaabandan-vti,
zhaazhiibaayaamikaa,VII,https://ojibwe.lib.umn.edu/main-entry/zhiibaayaamikaa-vii,
nookaaginan,VTI,https://ojibwe.lib.umn.edu/main-entry/nookaaginan-vta,
aayaazhawaakwii,VAI,https://ojibwe.lib.umn.edu/main-entry/aazhawaakwii-vai,
ayagadendam,VAI,https://ojibwe.lib.umn.edu/main-entry/agadendam-vai2,
mamadwesidoon,VTI,https://ojibwe.lib.umn.edu/main-entry/madwesidoon-vti2,
baabaakise,VII,https://ojibwe.lib.umn.edu/main-entry/baakise-vii,
maminikwen,VAIO,https://ojibwe.lib.umn.edu/main-entry/minikwen-vai-o,
zaagaabiigishin,VAI,https://ojibwe.lib.umn.edu/main-entry/zaagaabiishin-vai,
memeshkwadoonamaage,VAI,https://ojibwe.lib.umn.edu/main-entry/meshkwadoonamaage-vai,
ayagadenim,VTA,https://ojibwe.lib.umn.edu/main-entry/agadenim-vta,
boozaangwaam,VAI,https://ojibwe.lib.umn.edu/main-entry/boozaangwaam-vai,
babimose,VAI,https://ojibwe.lib.umn.edu/main-entry/bimose-vai,
nanagishkaw,VTA,https://ojibwe.lib.umn.edu/main-entry/nagishkaw-vta,
aayaakozi,VAI,https://ojibwe.lib.umn.edu/main-entry/aakozi-vai,
ayizhiwebizi,VAI,https://ojibwe.lib.umn.edu/main-entry/izhiwebizi-vai,
baabiitoon,VTI,https://ojibwe.lib.umn.edu/main-entry/biitoon-vti2,
nanawapo,VAI,https://ojibwe.lib.umn.edu/main-entry/nawapo-vai,
baabiitookizine,VAI,https://ojibwe.lib.umn.edu/main-entry/biitookizine-vai,
nibiiwashkiigaa,VII,https://ojibwe.lib.umn.edu/main-entry/nibiiwashkiigaa-vii-c36d33e0-d05f-4a73-b2a4-0523a7948c93,
baaboodaadan,VTI,https://ojibwe.lib.umn.edu/main-entry/boodaadan-vti,
babiiwizhenyiwag,VAIPL,https://ojibwe.lib.umn.edu/main-entry/babiiwizhenyi-vai,
ishpaandawebizo,VAI,https://ojibwe.lib.umn.edu/main-entry/shpaandawebizo-vai,
naanoondaw,VTA,https://ojibwe.lib.umn.edu/main-entry/noondaw-vta,
baaboozhoo',VTA,https://ojibwe.lib.umn.edu/main-entry/boozhoo-vta,
dadasoozo,VAI,https://ojibwe.lib.umn.edu/main-entry/dasoozo-vai,
mashkawakidoon,VTI,https://ojibwe.lib.umn.edu/main-entry/mashkawakidoon-vti,
ayachigaazo,VAI,https://ojibwe.lib.umn.edu/main-entry/achigaazo-vai,
maadingwaam,VAI,https://ojibwe.lib.umn.edu/main-entry/maadingwaam-vai,
mamikigaade,VII,https://ojibwe.lib.umn.edu/main-entry/mikigaade-vii,
zazinigobizh,VTA,https://ojibwe.lib.umn.edu/main-entry/zinigobizh-vta,
minwadaawangaa,VII,https://ojibwe.lib.umn.edu/main-entry/minodaawangaa-vii,
miskwaabikizwi,VTA,https://ojibwe.lib.umn.edu/main-entry/miskwaabikizwi-vta-7e187ca4-b19e-4966-8d2b-3c13c34372fe,
dadibenjigaade,VII,https://ojibwe.lib.umn.edu/main-entry/dibenjigaade-vii,
baabiidweweyaadagaa,VAI,https://ojibwe.lib.umn.edu/main-entry/biidweweyaadagaa-vai,
jekaagonesin,VII,https://ojibwe.lib.umn.edu/main-entry/jekaagonesin,
ayagwazhe,VAI,https://ojibwe.lib.umn.edu/main-entry/agwazhe-vai,
aabooda'wi,VTA,https://ojibwe.lib.umn.edu/main-entry/aabooda-vta,
wewebaabiiginan,VTI,https://ojibwe.lib.umn.edu/main-entry/webaabiiginan-vti,
izhi',VTA,https://ojibwe.lib.umn.edu/main-entry/izhi-vta-f27684b3-ecda-4c2c-a4cd-b9e2477e7b0f,
ayinoode,VAI,https://ojibwe.lib.umn.edu/main-entry/inoode-vai,
bagwegizhwi,VTA,https://ojibwe.lib.umn.edu/main-entry/bagwegizhwi-vta-47cd6aa1-7725-4252-a914-039690009823,
ogiidaajiwanwekwazhiwe,VAI,https://ojibwe.lib.umn.edu/main-entry/ogidaajiwanwekwazhiwe-vai,
wiij'ayaaw,VTA,https://ojibwe.lib.umn.edu/main-entry/wiij-ayaaw-vta-c96b2429-d2fa-41fc-95aa-364a8a6d3329,
maamaazhipogozi,VAI,https://ojibwe.lib.umn.edu/main-entry/maazhipogozi-vai,
ningagwinjidoon,VTI,https://ojibwe.lib.umn.edu/main-entry/ningagonjidoon-vti2,
baabiigosin,VII,https://ojibwe.lib.umn.edu/main-entry/biigosin-vii,
oshkanzhiiwataage,VAI,https://ojibwe.lib.umn.edu/main-entry/oshkanzhiiwitaage-vai,
gagimiwan,VII,https://ojibwe.lib.umn.edu/main-entry/gimiwan-vii,
ayangobide,VII,https://ojibwe.lib.umn.edu/main-entry/angobide-vii,
gojip,VTA,https://ojibwe.lib.umn.edu/main-entry/gojip-vta-8435d26f-84f1-46a4-b043-85ea731bad1c,
gaagiitazhigane,VAI,https://ojibwe.lib.umn.edu/main-entry/giitazhigane-vai,
baabiinitoon,VTI,https://ojibwe.lib.umn.edu/main-entry/biinitoon-vti2,
gichiwijiishkiweshin,VAI,https://ojibwe.lib.umn.edu/main-entry/gichiwajiishkiweshin-vai,
ayishpagoozh,VTA,https://ojibwe.lib.umn.edu/main-entry/ishpagoozh-vta,
waawiidookaage,VAI,https://ojibwe.lib.umn.edu/main-entry/wiidookaage-vai,
giiwanaadingwaam,VAI,https://ojibwe.lib.umn.edu/main-entry/giiwanaadingwaam-vai,
maminwendaagozi,VAI,https://ojibwe.lib.umn.edu/main-entry/minwendaagozi-vai,
zhingadeweba'wi,VTA,https://ojibwe.lib.umn.edu/main-entry/zhingadeweba-wi-vta-82adaa96-5dbf-4e76-a921-ac40fab4740f,
maamoozhagin,VTA,https://ojibwe.lib.umn.edu/main-entry/moozhagin-vta,
nanishi,VTA,https://ojibwe.lib.umn.edu/main-entry/nishi-vta,
dadawaabide,VAI,https://ojibwe.lib.umn.edu/main-entry/dawaabide-vai,
ayikonan,VTA,https://ojibwe.lib.umn.edu/main-entry/ikon-vta,
ayanokii,VAI,https://ojibwe.lib.umn.edu/main-entry/anokii-vai,
maamaajitaa,VAI,https://ojibwe.lib.umn.edu/main-entry/maajitaa-vai,
ayizhiwidoon,VTI,https://ojibwe.lib.umn.edu/main-entry/izhiwidoon-vti2,
ayadaawen,VAIO,https://ojibwe.lib.umn.edu/main-entry/adaawen-vai-o,
jaajaagise,VAI,https://ojibwe.lib.umn.edu/main-entry/jaagise-vai,
aayaakwaadizi,VAI,https://ojibwe.lib.umn.edu/main-entry/aakwaadizi-vai,
mamikwenim,VTA,https://ojibwe.lib.umn.edu/main-entry/mikwenim-vta,
ayanokiitaw,VTA,https://ojibwe.lib.umn.edu/main-entry/anokiitaw-vta,
baabiijise,VAI,https://ojibwe.lib.umn.edu/main-entry/biijise-vai,
niisaakiiwemon,VII,https://ojibwe.lib.umn.edu/main-entry/niisaakiiwemon-vii-44d56303-aafa-4aeb-a3a9-d0756f760d71,
zhaazhooshkonige,VAI,https://ojibwe.lib.umn.edu/main-entry/zhooshkonige-vai,
inikwe'wi,VTA,https://ojibwe.lib.umn.edu/main-entry/inikwe-vta,
miidingwaam,VAI,https://ojibwe.lib.umn.edu/main-entry/miidingwaam-vai,
baabiizikan,VTI,https://ojibwe.lib.umn.edu/main-entry/biizikan-vti,
babakwebidoon,VTI,https://ojibwe.lib.umn.edu/main-entry/bakwebidoon-vti2,
zaagadaawangisin,VII,https://ojibwe.lib.umn.edu/main-entry/zaagadaawangisin-vai,
gagozi,VAI,https://ojibwe.lib.umn.edu/main-entry/gozi-vai,
ayizhiigad,VII,https://ojibwe.lib.umn.edu/main-entry/izhiigad-vii,
gaagiimoojitoon,VTI,https://ojibwe.lib.umn.edu/main-entry/giimoojitoon-vti2,
waawiindamaw,VTA,https://ojibwe.lib.umn.edu/main-entry/wiindamaw-vta,
mamadwe',VTA,https://ojibwe.lib.umn.edu/main-entry/madwe-vta,
nanitaawigi,VAI,https://ojibwe.lib.umn.edu/main-entry/nitaawigi-vai,
baasaakadozo,VAI,https://ojibwe.lib.umn.edu/main-entry/baasaakadizo-vai,
zhaazhoomiingweni,VAI,https://ojibwe.lib.umn.edu/main-entry/zhoomiingweni-vai,
ayishkonamaw,VTA,https://ojibwe.lib.umn.edu/main-entry/ishkonamaw-vta,
zhaazhaagwiiwii,VAI,https://ojibwe.lib.umn.edu/main-entry/zhaagwiiwii-vai,
ayadim,VTA,https://ojibwe.lib.umn.edu/main-entry/adim-vta,
dadewinike,VAI,https://ojibwe.lib.umn.edu/main-entry/dewinike-vai,
baaboonendam,VAI,https://ojibwe.lib.umn.edu/main-entry/boonendam-vai2,
minookamii,VAI,https://ojibwe.lib.umn.edu/main-entry/minokamii-vai,
jiishiweba',VTA,https://ojibwe.lib.umn.edu/main-entry/jiishiweba-wi-vta,
ayishpaginzo,VAI,https://ojibwe.lib.umn.edu/main-entry/ishpaginzo-vai,
maminjimii,VAI,https://ojibwe.lib.umn.edu/main-entry/minjimii-vai,
maminjiminamaw,VTA,https://ojibwe.lib.umn.edu/main-entry/minjiminamaw-vta,
ayizhimaagwad,VII,https://ojibwe.lib.umn.edu/main-entry/izhimaagwad-vii,
nanitaage,VAI,https://ojibwe.lib.umn.edu/main-entry/nitaage-vai,
maminochige,VAI,https://ojibwe.lib.umn.edu/main-entry/minochige-vai,
ningagwinjim,VTA,https://ojibwe.lib.umn.edu/main-entry/ningagonjim-vta,
waawiijishimotaw,VTA,https://ojibwe.lib.umn.edu/main-entry/wiijishimotaw-vta,
nanazhikewige,VAI,https://ojibwe.lib.umn.edu/main-entry/nazhikewige-vai,
ayishkwegoode,VII,https://ojibwe.lib.umn.edu/main-entry/ishkwegoode-vii,
baabiizikaw,VTA,https://ojibwe.lib.umn.edu/main-entry/biizikaw-vta,
aayaawazh,VTA,https://ojibwe.lib.umn.edu/main-entry/aawazh-vta,
aayaanikanootaw,VTA,https://ojibwe.lib.umn.edu/main-entry/aanikanootaw-vta,
gagidaanawe,VAI,https://ojibwe.lib.umn.edu/main-entry/gidaanawe-vai,
ayizhichige,VAI,https://ojibwe.lib.umn.edu/main-entry/izhichige-vai,
ayadaawe,VAI,https://ojibwe.lib.umn.edu/main-entry/adaawe-vai,
naanoogii,VAI,https://ojibwe.lib.umn.edu/main-entry/noogii-vai,
maameshkodendam,VAI,https://ojibwe.lib.umn.edu/main-entry/maameshkodendam-vai,
aayaasoshinoog,VAIPL,https://ojibwe.lib.umn.edu/main-entry/aasoshin-vai,
giziindime'wi,VTA,https://ojibwe.lib.umn.edu/main-entry/giziindime-vta,
maadamandam,VAI,https://ojibwe.lib.umn.edu/main-entry/maadamandam-vai,
gagashkibijige,VAI,https://ojibwe.lib.umn.edu/main-entry/gashkibijige-vai,
maminwegizi,VAI,https://ojibwe.lib.umn.edu/main-entry/minwegizi-vai,
mamizhodam,VAI,https://ojibwe.lib.umn.edu/main-entry/mizhodam-vai2,
gaganoonidiwag,VAI,https://ojibwe.lib.umn.edu/main-entry/ganoonidiwag-vai,
zazagaswaa,VAI,https://ojibwe.lib.umn.edu/main-entry/zagaswaa-vai,
naanaagadawendam,VAI,https://ojibwe.lib.umn.edu/main-entry/naagadawendam-vai2,
waawiidigendiwag,VAI,https://ojibwe.lib.umn.edu/main-entry/wiidigendiwag-vai,
bebejibatoo,VAI,https://ojibwe.lib.umn.edu/main-entry/bejibatoo-vai,
babinaakwii,VAI,https://ojibwe.lib.umn.edu/main-entry/binaakwii-vai,
ayanwebi,VAI,https://ojibwe.lib.umn.edu/main-entry/anwebi-vai,
nenegwaabam,VTA,https://ojibwe.lib.umn.edu/main-entry/negwaabam-vta,
ayinaakwad,VII,https://ojibwe.lib.umn.edu/main-entry/inaakwad-vii,
mamayagizi,VAI,https://ojibwe.lib.umn.edu/main-entry/mayagizi-vai,
zazinigobidoon,VTI,https://ojibwe.lib.umn.edu/main-entry/zinigobidoon-vti2,
ombwem,VTA,https://ojibwe.lib.umn.edu/main-entry/ombwewem-vta,
ayanaakanike,VAI,https://ojibwe.lib.umn.edu/main-entry/anaakanike-vai,
ayaginjigaade,VII,https://ojibwe.lib.umn.edu/main-entry/aginjigaade-vii,
mamikamaw,VTA,https://ojibwe.lib.umn.edu/main-entry/mikamaw-vta,
babagakaabi,VAI,https://ojibwe.lib.umn.edu/main-entry/bagakaabi-vai,
zhazhawenjige,VAI,https://ojibwe.lib.umn.edu/main-entry/zhawenjige-vai,
mamiskwaawan,VIIPL,https://ojibwe.lib.umn.edu/main-entry/miskwaa-vii,
mamadwezige,VAI,https://ojibwe.lib.umn.edu/main-entry/madwezige-vai,
aayaagonwetaw,VTA,https://ojibwe.lib.umn.edu/main-entry/aagonwetaw-vta,
ayanimoode,VAI,https://ojibwe.lib.umn.edu/main-entry/animoode-vai,
baabookogaadeshin,VAI,https://ojibwe.lib.umn.edu/main-entry/bookogaadeshin-vai,
waawiidabim,VTA,https://ojibwe.lib.umn.edu/main-entry/wiidabim-vta,
inaandagizi,VAI,https://ojibwe.lib.umn.edu/main-entry/inaadagizi-vai,
maamaazhimaagozi,VAI,https://ojibwe.lib.umn.edu/main-entry/maazhimaagozi-vai,
mamiskwiiwitawage,VAI,https://ojibwe.lib.umn.edu/main-entry/miskwiiwitawage-vai,
maamaakigaade,VAI,https://ojibwe.lib.umn.edu/main-entry/maakigaade-vai,
waawaabandizo,VAI,https://ojibwe.lib.umn.edu/main-entry/waabandizo-vai,
animoshikaazo,VAI,https://ojibwe.lib.umn.edu/main-entry/animoshikaazo-vai-o,
mamichigaadeshin,VAI,https://ojibwe.lib.umn.edu/main-entry/michigaadeshin-vai,
memeshkwadoonamaw,VTA,https://ojibwe.lib.umn.edu/main-entry/meshkwadoonamaw-vta,
bazigwa'o,VAI,https://ojibwe.lib.umn.edu/main-entry/bazigwa-o-vai-0ab3c55b-02e2-484b-8856-ff5378038a63,
aayaabiskose,VII,https://ojibwe.lib.umn.edu/main-entry/aabiskose-vii,
jiishiweba'wi,VTA,https://ojibwe.lib.umn.edu/main-entry/jiishiweba-wi-vta-a99130c2-7f5d-4d9e-9cf6-61f048773f97,
naaniisaandawe,VAI,https://ojibwe.lib.umn.edu/main-entry/niisaandawe-vai,
gagashkigwaaso,VAI,https://ojibwe.lib.umn.edu/main-entry/gashkigwaaso-vai,
baabiisibidoon,VTI,https://ojibwe.lib.umn.edu/main-entry/biisibidoon-vti2,
gaagiizizowag,VAIPL,https://ojibwe.lib.umn.edu/main-entry/giizizo-vai,
dakendam,VAI,https://ojibwe.lib.umn.edu/main-entry/dakendam-vai,
dadagoshin,VAI,https://ojibwe.lib.umn.edu/main-entry/dagoshin-vai,
maminwaajim,VTA,https://ojibwe.lib.umn.edu/main-entry/minwaajim-vta,
baabaakinan,VTI,https://ojibwe.lib.umn.edu/main-entry/baakinan-vti,
nanishiwe,VAI,https://ojibwe.lib.umn.edu/main-entry/nishiwe-vai,
maminoshin,VAI,https://ojibwe.lib.umn.edu/main-entry/minoshin-vai,
mamawinzo,VAI,https://ojibwe.lib.umn.edu/main-entry/mawinzo-vai,
giishkiganzhiikonidizo,VAI,https://ojibwe.lib.umn.edu/main-entry/giishkiganzhiikonidizo-vai-349ef0b9-7e8d-4686-a658-9d0aee2da26f,
noondesatoon,VTI,https://ojibwe.lib.umn.edu/main-entry/noondesatoon-vti2-ea92d9dc-92bb-446c-92db-fccfb9f90b3c,
naanoondesatoon,VTI,https://ojibwe.lib.umn.edu/main-entry/noondesatoon-vti2-ea92d9dc-92bb-446c-92db-fccfb9f90b3c,
biinaagonagaa,VII,https://ojibwe.lib.umn.edu/main-entry/biinaagongaa-vii,
maamoonenim,VTA,https://ojibwe.lib.umn.edu/main-entry/moonenim-vta,
bebezikaa,VAI,https://ojibwe.lib.umn.edu/main-entry/bezikaa-vai,
mamaazhizide,VAI,https://ojibwe.lib.umn.edu/main-entry/maazhizide-vai,
naaniimi',VTA,https://ojibwe.lib.umn.edu/main-entry/niimi-vta,
babichinaage,VAI,https://ojibwe.lib.umn.edu/main-entry/bichinaage-vai,
naanaadasabii,VAI,https://ojibwe.lib.umn.edu/main-entry/naadasabii-vai,
gaagaawaa,VII,https://ojibwe.lib.umn.edu/main-entry/gaawaa-vii,
aayaabawaa,VII,https://ojibwe.lib.umn.edu/main-entry/aabawaa-vii,
naanoondese,VAI,https://ojibwe.lib.umn.edu/main-entry/noondese-vai,
zhaabwaakizige,VAI,https://ojibwe.lib.umn.edu/main-entry/zhaabwaakizige-vii,
wawokaadenige,VAI,https://ojibwe.lib.umn.edu/main-entry/okaadenige-vai,
nanitoon,VTI,https://ojibwe.lib.umn.edu/main-entry/nitoon-vti2,
babiizigaa,VII,https://ojibwe.lib.umn.edu/main-entry/babiizigaa-vii-7cefbeb7-b893-49cd-a671-9a3b09662991,
babakobiiwebin,VTA,https://ojibwe.lib.umn.edu/main-entry/bakobiiwebin-vta,
jaagizwi,VTA,https://ojibwe.lib.umn.edu/main-entry/jaagizwi-vta-cab521b8-88e1-4a83-9db5-2a29023ec865,
wawaagigaade,VAI,https://ojibwe.lib.umn.edu/main-entry/waagigaade-vai,
nanakwebijige,VAI,https://ojibwe.lib.umn.edu/main-entry/nakwebijige-vai,
nookada'wi,VTA,https://ojibwe.lib.umn.edu/main-entry/nookada-wi-vta-c6d7f95f-4aac-4cb3-a1e8-5a5920d6d7c6,
gashkiiwaanakwad,VII,https://ojibwe.lib.umn.edu/main-entry/gashkiiwanakwad-vii,
gaagiimaabam,VTA,https://ojibwe.lib.umn.edu/main-entry/giimaabam-vta,
noojiikaw,VTA,https://ojibwe.lib.umn.edu/main-entry/noojiikaw-vta-252fe11c-de61-4611-819e-c7eb215370e1,
zhaabwaakizwi,VTA,https://ojibwe.lib.umn.edu/main-entry/zhaabwaakizwi-vta-d24ca3f0-fe42-4c12-8fcf-d2883155b09d,
ayinaginde,VII,https://ojibwe.lib.umn.edu/main-entry/inaginde-vii,
wewendad,VII,https://ojibwe.lib.umn.edu/main-entry/wendad-vii,
naanoogibizo,VAI,https://ojibwe.lib.umn.edu/main-entry/noogibizo-vai,
daadaashkiboodoon,VTI,https://ojibwe.lib.umn.edu/main-entry/daashkiboodoon-vti2,
madoodiswaagen,VAIO,https://ojibwe.lib.umn.edu/main-entry/madoodiswaage-vai-o,
ayadaawaagen,VAIO,https://ojibwe.lib.umn.edu/main-entry/adaawaagen-vai-o,
aayaanikooshin,VAI,https://ojibwe.lib.umn.edu/main-entry/aanikooshin-vai,
jaajiibadaakogaade,VAI,https://ojibwe.lib.umn.edu/main-entry/jiibadaakogaade-vai,
naanaananiwag,VAIPL,https://ojibwe.lib.umn.edu/main-entry/naananiwag-vai,
baabiisiboodoon,VTI,https://ojibwe.lib.umn.edu/main-entry/biisiboodoon-vti2,
waawiikwaabiigibidoon,VTI,https://ojibwe.lib.umn.edu/main-entry/wiikwaabiigibidoon-vti2,
asigaawadoon,VTI,https://ojibwe.lib.umn.edu/main-entry/asigaawadoon-vti,
ayizhisin,VII,https://ojibwe.lib.umn.edu/main-entry/izhisin-vii,
baabiigode,VII,https://ojibwe.lib.umn.edu/main-entry/biigode-vii,
dedebisinii,VAI,https://ojibwe.lib.umn.edu/main-entry/debisinii-vai,
baaboonim,VTA,https://ojibwe.lib.umn.edu/main-entry/boonim-vta,
dedewizi,VAI,https://ojibwe.lib.umn.edu/main-entry/dewizi-vai,
ishkozhigaade,VII,https://ojibwe.lib.umn.edu/main-entry/iishkozhigaade-vii,
waawiikwajitoon,VTI,https://ojibwe.lib.umn.edu/main-entry/wiikwajitoon-vti2,
ayabiz,VTA,https://ojibwe.lib.umn.edu/main-entry/abiz-vta,
baabiijise,VII,https://ojibwe.lib.umn.edu/main-entry/biijise-vii,
ayaseke,VAI,https://ojibwe.lib.umn.edu/main-entry/aseke-vai,
aayaakozin,VAIO,https://ojibwe.lib.umn.edu/main-entry/aakozin-vai-o,
gaagiikajininjiiwaji,VAI,https://ojibwe.lib.umn.edu/main-entry/giikajininjiiwaji-vai,
andobijige,VAI,https://ojibwe.lib.umn.edu/main-entry/andobijige-vai-b4086c12-7cd0-43ac-b7cf-5eed9cc14091,
jaajiiskinikebizo,VAI,https://ojibwe.lib.umn.edu/main-entry/jiiskinikebizo-vai,
jaajaagide,VII,https://ojibwe.lib.umn.edu/main-entry/jaagide-vii,
waawiinitoon,VTI,https://ojibwe.lib.umn.edu/main-entry/wiinitoon-vti2,
baabaakise,VAI,https://ojibwe.lib.umn.edu/main-entry/baakise-vai,
aayaawadaaso,VAI,https://ojibwe.lib.umn.edu/main-entry/aawadaaso-vai,
ayagadendaagwad,VII,https://ojibwe.lib.umn.edu/main-entry/agadendaagwad-vii,
minongwaam,VAI,https://ojibwe.lib.umn.edu/main-entry/minongwaam-vai,
ayanokiitaazo,VAI,https://ojibwe.lib.umn.edu/main-entry/anokiitaazo-vai,
wewewiibitaa,VAI,https://ojibwe.lib.umn.edu/main-entry/wewiibitaa-vai,
ningaabikizwi,VTA,https://ojibwe.lib.umn.edu/main-entry/ningaabikizwi-vta-9387b5a6-ffd1-4de8-9e2f-8cad6412b66c,
ayanamikodaadiwag,VAI,https://ojibwe.lib.umn.edu/main-entry/anamikodaadiwag-vai,
baabaakin,VTA,https://ojibwe.lib.umn.edu/main-entry/baakin-vta,
